virus_name	Accession_ID	Date	Originating_lab	Submitting_lab	Location
hCoV-19/Scotland/CVR3421/2020	EPI_ISL_456842	2020-05-07	COVID-19 Genomics UK (COG-UK) Consortium	Robertson	United Kingdom
hCoV-19/USA/WA-UW-10479/2020	EPI_ISL_570320	2020-06-08	UW Virology Lab	Roychoudhury	USA
hCoV-19/Shanghai/SH0044/2020	EPI_ISL_416353	2020-02-04	National Research Center for Translational Medicine (Shanghai)	Zhang	China
hCoV-19/USA/MN-MDH-1145/2020	EPI_ISL_476730	2020-04-28	Minnesota Department of Health	Garfin	USA
hCoV-19/Australia/VIC4457/2020	EPI_ISL_519753	2020-07-15	MDU-PHL	Schultz	Australia
hCoV-19/Russia/OMS-ORINFI-1632S/2020	EPI_ISL_569833	2020-06-29	WHO National Influenza Centre Russian Federation	Komissarov	Russia
hCoV-19/USA/UT-UPHL-2008964/2020	EPI_ISL_525290	2020-05-13	Utah Public Health Laboratory	Young	USA
hCoV-19/Canada/MB-NML-987/2020	EPI_ISL_582362	2020-04-18	National Microbiology Laboratory (NML)	Majer	Canada
hCoV-19/England/BIRM-5F10F/2020	EPI_ISL_473313	2020-05-04	COVID-19 Genomics UK (COG-UK) Consortium	Loman	United Kingdom
hCoV-19/England/MILK-461A74/2020	EPI_ISL_559728	2020-05-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/VA-DCLS-0797/2020	EPI_ISL_522808	2020-07-07	Virginia DCLS	St. Jacques	USA
hCoV-19/USA/TX-HMH-3795/2020	EPI_ISL_543199	2020-06-11	Houston Methodist Hospital	Long	USA
hCoV-19/USA/WA-UW-23276/2020	EPI_ISL_576414	2020-08-07	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/NORW-E87BE/2020	EPI_ISL_448233	2020-04-11	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/USA/WA-UW373/2020	EPI_ISL_418940	2020-03-17	UW Virology Lab	Roychoudhury	USA
hCoV-19/Oman/RESP-20-1976/2020	EPI_ISL_457938	2020-03-15	Oman-NIC	Al Mahruqi	Oman
hCoV-19/England/QEUH-7A8FF7/2020	EPI_ISL_533042	2020-07-08	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/OR-OHSU-0233/2020	EPI_ISL_509076	2020-04-04	Oregon SARS-CoV-2 Genome Sequencing Center	O'Roak	USA
hCoV-19/Switzerland/BE-ETHZ-270068/2020	EPI_ISL_541423	2020-09-02	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/England/CAMC-9EC04D/2020	EPI_ISL_580481	2020-09-23	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/IL-UW-1522/2020	EPI_ISL_541549	2020-09-14	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Senegal/6837/2020	EPI_ISL_486868	2020-04-21	Institut Pasteur de Dakar	Dia	Senegal
hCoV-19/USA/CA-CZB-191/2020	EPI_ISL_583201	2020-08-26	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/England/PORT-2D2032/2020	EPI_ISL_512409	2020-03-20	COVID-19 Genomics UK (COG-UK) Consortium	Robson	United Kingdom
hCoV-19/England/CWAR-24FDDBA/2020	EPI_ISL_584523	2020-06-05	COVID-19 Genomics UK (COG-UK) Consortium	Stark	United Kingdom
hCoV-19/India/TG-CCMB-AB336/2020	EPI_ISL_539662	2020-08-15	CSIR-Centre for Cellular and Molecular Biology	Mukherjee	India
hCoV-19/USA/CA-ALSR-1621/2020	EPI_ISL_494692	2020-04-23	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/England/CAMC-990AE0/2020	EPI_ISL_551906	2020-08-27	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/QEUH-998BB8/2020	EPI_ISL_540000	2020-08-26	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Italy/LOM-UniMI-L229/2020	EPI_ISL_542216	2020-03-11	Dep. Of Oncology and Hemato-Oncology University of Milan	Costabile	Italy
hCoV-19/USA/CA-QDX-83/2020	EPI_ISL_468564	2020-03-13	Quest Diagnostics	Kagan	USA
hCoV-19/USA/IL-NM060/2020	EPI_ISL_444556	2020-03-18	Ozer Lab	Ozer	USA
hCoV-19/England/MILK-9C3DEB/2020	EPI_ISL_566865	2020-09-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Spain/PV-IBV-000744/2020	EPI_ISL_452741	2020-03-08	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/Wales/PHWC-16C9E8/2020	EPI_ISL_572855	2020-09-23	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/USA/CA-CSMC68/2020	EPI_ISL_475682	2020-03-28	Cedars-Sinai Medical Center	Zhang	USA
hCoV-19/Austria/CeMM0928/2020	EPI_ISL_583780	2020-03-19	Bergthaler laboratory	Bergthaler	Austria
hCoV-19/Oman/RESP-20-3515/2020	EPI_ISL_457980	2020-03-18	Oman-NIC	Al Mahruqi	Oman
hCoV-19/England/MILK-9AB156/2020	EPI_ISL_551076	2020-08-31	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CA-ALSR-1632/2020	EPI_ISL_494702	2020-04-27	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/USA/TX-HMH017/2020	EPI_ISL_434727	2020-03-13	Houston Methodist Hospital	Long	USA
hCoV-19/England/ALDP-4AEA99/2020	EPI_ISL_559310	2020-06-15	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Netherlands/ZH-EMC-454/2020	EPI_ISL_523792	2020-08-12	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/USA/WA-UW-22502/2020	EPI_ISL_570699	2020-08-05	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/ALDP-95417A/2020	EPI_ISL_553857	2020-06-13	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CA-CSMC74/2020	EPI_ISL_475689	2020-03-26	Cedars-Sinai Medical Center	Zhang	USA
hCoV-19/Australia/VIC2835/2020	EPI_ISL_521666	2020-07-04	MDU-PHL	Schultz	Australia
hCoV-19/USA/WA-S398/2020	EPI_ISL_434158	2020-03-30	Seattle Flu Study	Bedford	USA
hCoV-19/England/QEUH-9B4DB0/2020	EPI_ISL_590409	2020-09-03	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/BRIS-12E7AC/2020	EPI_ISL_488407	2020-04-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/TX-HMH-5986/2020	EPI_ISL_547146	2020-06-30	Houston Methodist Hospital	Long	USA
hCoV-19/USA/WI-UW-261/2020	EPI_ISL_434607	2020-03-26	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Switzerland/VD-ETHZ-100333/2020	EPI_ISL_575011	2020-03-18	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/Australia/VIC4657/2020	EPI_ISL_519046	2020-07-13	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/India/GJ-GBRC-399b/2020	EPI_ISL_586516	2020-06-25	Gujarat Biotechnology Research Centre	Joshi	India
hCoV-19/USA/WA-S2467/2020	EPI_ISL_497099	2020-06-15	Seattle Flu Study	Lee	USA
hCoV-19/England/BRIS-12FE97/2020	EPI_ISL_492691	2020-04-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC5730/2020	EPI_ISL_518531	2020-07-19	MDU-PHL	Schultz	Australia
hCoV-19/Wales/MILK-9AA0E1/2020	EPI_ISL_550825	2020-09-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC9789/2020	EPI_ISL_565718	2020-07-27	MDU-PHL	Schultz	Australia
hCoV-19/Wales/PHW35/2020	EPI_ISL_416024	2020-03-11	Public Health Wales Microbiology Cardiff	Moore	United Kingdom
hCoV-19/USA/WA-UW-12372/2020	EPI_ISL_501109	2020-06-27	University of Washington Virology Lab	Roychoudhury	USA
hCoV-19/USA/TX-HMH-1366/2020	EPI_ISL_542675	2020-04-12	Houston Methodist Hospital	Long	USA
hCoV-19/USA/WI-UW-968/2020	EPI_ISL_509966	2020-07-03	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/England/QEUH-A224D5/2020	EPI_ISL_587577	2020-10-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Singapore/1019/2020	EPI_ISL_574504	2020-03-23	National Public Health Laboratory	Mak	Singapore
hCoV-19/USA/FL-BPHL-1509/2020	EPI_ISL_568607	2020-07-24	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/Wales/MILK-95DA58/2020	EPI_ISL_556083	2020-06-19	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/NORW-E8F7A/2020	EPI_ISL_453569	2020-04-25	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/England/ALDP-94E2BC/2020	EPI_ISL_555620	2020-06-19	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/NOTT-112064/2020	EPI_ISL_478724	2020-04-06	COVID-19 Genomics UK (COG-UK) Consortium	Loose	United Kingdom
hCoV-19/USA/ID-UW-6464/2020	EPI_ISL_570119	2020-04-02	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/ALDP-9E56D9/2020	EPI_ISL_589494	2020-09-24	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC12114/2020	EPI_ISL_563524	2020-07-27	MDU-PHL	Schultz	Australia
hCoV-19/England/QEUH-A1DF63/2020	EPI_ISL_587398	2020-10-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Spain/AN-ISCIII-201373/2020	EPI_ISL_418244	2020-03-02	Instituto de Salud Carlos III	Caballero	Spain
hCoV-19/England/QEUH-96D026/2020	EPI_ISL_530661	2020-08-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/MN-MDH-1645/2020	EPI_ISL_539839	2020-06-15	Minnesota Department of Health	Garfin	USA
hCoV-19/Iceland/552/2020	EPI_ISL_424572	2020-03-26	deCODE genetics	J\u00f3nsson	Iceland
hCoV-19/Brazil/RJ-1627/2020	EPI_ISL_456083	2020-04-03	Laboratory of Respiratory Viruses and Measles	Silva	Brazil
hCoV-19/USA/PA-MGSC42-05/2020	EPI_ISL_436490	2020-03-26	Microbial Genome Sequencing Center	Cooper	USA
hCoV-19/England/MILK-999FE8/2020	EPI_ISL_550313	2020-08-30	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/CAMB-1B0745/2020	EPI_ISL_452917	2020-05-07	COVID-19 Genomics UK (COG-UK) Consortium	Meredith	United Kingdom
hCoV-19/Wales/PHWC-27971/2020	EPI_ISL_432289	2020-04-01	Public Health Wales Microbiology Cardiff	Moore	United Kingdom
hCoV-19/England/MILK-9AB305/2020	EPI_ISL_551255	2020-08-31	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC183/2020	EPI_ISL_419879	2020-03-19	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory	Schultz	Australia
hCoV-19/England/QEUH-9ACD06/2020	EPI_ISL_559806	2020-09-02	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/USA/CA-CZB-2022/2020	EPI_ISL_486274	2020-04-30	Chan-Zuckerberg Biohub	McGeever	USA
hCoV-19/USA/VT-UW-MAYO48/2020	EPI_ISL_500530	2020-03-23	University of Washington Virology Lab	Roychoudhury	USA
hCoV-19/Bangladesh/BCSIR-NILMRC-167/2020	EPI_ISL_498228	2020-06-18	Genomic Research Lab	Khan	Bangladesh
hCoV-19/England/QEUH-9F5D59/2020	EPI_ISL_588289	2020-09-27	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/GR-ETHZ-101188/2020	EPI_ISL_451850	2020-03-31	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/India/TN-CCMB-C17/2020	EPI_ISL_458044	2020-05-06	CSIR-Centre for Cellular and Molecular Biology	Banu	India
hCoV-19/England/QEUH-9C819F/2020	EPI_ISL_567165	2020-09-03	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/QEUH-9BA093/2020	EPI_ISL_573576	2020-09-05	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/USA/WA-UW-8008/2020	EPI_ISL_570195	2020-04-23	UW Virology Lab	Roychoudhury	USA
hCoV-19/Netherlands/FL-EMC-19/2020	EPI_ISL_523128	2020-05-20	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/England/QEUH-96FC11/2020	EPI_ISL_540339	2020-08-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Brazil/SP-353/2020	EPI_ISL_583496	2020-06-20	Instituto Adolfo Lutz	Sacchi	Brazil
hCoV-19/England/QEUH-9C895B/2020	EPI_ISL_567262	2020-09-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Estonia/ChVir4312/2020	EPI_ISL_457739	2020-03-00	Charite Universitatsmedizin Berlin	Muehlemann	Estonia
hCoV-19/Austria/CeMM0276/2020	EPI_ISL_438103	2020-03-25	Bergthaler laboratory	Bergthaler	Austria
hCoV-19/USA/WA-S1618/2020	EPI_ISL_496044	2020-05-26	Seattle Flu Study	Lee	USA
hCoV-19/Scotland/QEUH-9631F0/2020	EPI_ISL_531668	2020-08-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/CAMB-7606F/2020	EPI_ISL_438529	2020-03-30	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Amato	United Kingdom
hCoV-19/Belgium/ULG-10145/2020	EPI_ISL_447137	2020-04-17	GIGA Medical Genomics	Durkin	Belgium
hCoV-19/England/BIRM-611BF/2020	EPI_ISL_473438	2020-06-03	COVID-19 Genomics UK (COG-UK) Consortium	Loman	United Kingdom
hCoV-19/USA/CA-CZB-10898/2020	EPI_ISL_583128	2020-08-17	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/USA/WA-S594/2020	EPI_ISL_438147	2020-04-12	Seattle Flu Study	Bedford	USA
hCoV-19/Gambia/GC192786/2020	EPI_ISL_561144	2020-07-22	MRCG at LSHTM Genomics lab	Sesay	Gambia
hCoV-19/Canada/ON-PHL-20-00235/2020	EPI_ISL_548770	2020-03-00	Public Health Ontario Laboratory	Guthrie	Canada
hCoV-19/Oman/205036702/2020	EPI_ISL_491982	2020-05-17	Department of\u00a0Microbiology\u00a0and Immunology-SQUH	AL Zadjali	Oman
hCoV-19/Singapore/527/2020	EPI_ISL_479483	2020-04-26	Department of Laboratory Medicine Tan Tock Seng Hospital	Chen	Singapore
hCoV-19/Australia/VIC6801/2020	EPI_ISL_564066	2020-07-21	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Brazil/SP-127/2020	EPI_ISL_471542	2020-04-03	Instituto Adolfo Lutz	Sacchi	Brazil
hCoV-19/USA/TX-HMH-3620/2020	EPI_ISL_543073	2020-06-15	Houston Methodist Hospital	Long	USA
hCoV-19/England/MILK-74BA22/2020	EPI_ISL_557401	2020-06-30	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Netherlands/UT-EMC-78/2020	EPI_ISL_577894	2020-08-27	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/Australia/VIC10437/2020	EPI_ISL_562910	2020-09-02	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Australia/QLD996/2020	EPI_ISL_530255	2020-08-21	Public Health Virology Laboratory	Nguyen	Australia
hCoV-19/Portugal/PT1182/2020	EPI_ISL_511727	2020-03-25	Instituto Nacional de Saude (INSA)	Borges	Portugal
hCoV-19/Malaysia/5906/2020	EPI_ISL_501215	2020-04-06	Department of Medical Microbiology	Chan	Malaysia
hCoV-19/Serbia/KV26/2020	EPI_ISL_445086	2020-04-13	Laboratory Diagnostic	Submitter	Serbia
hCoV-19/USA/NC-QDX-171/2020	EPI_ISL_494523	2020-04-27	Quest Diagnostics	Kagan	USA
hCoV-19/USA/WA-UW-4999/2020	EPI_ISL_429638	2020-04-07	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/MILK-9752F8/2020	EPI_ISL_552710	2020-08-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/BS-42207729/2020	EPI_ISL_581789	2020-03-26	University Hospital Basel	Roloff Handschin	Switzerland
hCoV-19/England/QEUH-9AEDB9/2020	EPI_ISL_573504	2020-09-03	COVID-19 Genomics UK (COG-UK) Consortium	Roy	United Kingdom
hCoV-19/Peru/LIM-UPCH-0151/2020	EPI_ISL_568545	2020-08-28	Laboratorio de Gen\u00f3mica Microbiana	Tsukayama	Peru
hCoV-19/USA/WA-S359/2020	EPI_ISL_434119	2020-03-25	Seattle Flu Study	Bedford	USA
hCoV-19/USA/FL-BPHL-0834/2020	EPI_ISL_514180	2020-06-20	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/Spain/AN-IBV-002038/2020	EPI_ISL_452387	2020-03-17	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/England/MILK-957599/2020	EPI_ISL_554228	2020-06-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CT-UW-2435/2020	EPI_ISL_477673	2020-03-28	UW Virology Lab	Roychoudhury	USA
hCoV-19/Netherlands/NA_536/2020	EPI_ISL_460709	2020-00-00	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/England/CAMC-99092F/2020	EPI_ISL_551868	2020-08-26	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Canada/ON-UHTC_0151/2020	EPI_ISL_526284	2020-06-09	Ontario Institute for Cancer Research	de Borja	Canada
hCoV-19/England/LIVE-A5C72/2020	EPI_ISL_499463	2020-03-17	COVID-19 Genomics UK (COG-UK) Consortium	Haldenby	United Kingdom
hCoV-19/USA/WA-S1889/2020	EPI_ISL_496315	2020-05-28	Seattle Flu Study	Lee	USA
hCoV-19/USA/TX-HMH-7736/2020	EPI_ISL_545608	2020-07-02	Houston Methodist Hospital	Long	USA
hCoV-19/England/ALDP-9BE220/2020	EPI_ISL_568150	2020-09-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/NY-NYUMC399/2020	EPI_ISL_430426	2020-04-13	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/Netherlands/ZuidHolland_210/2020	EPI_ISL_461382	2020-00-00	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/England/QEUH-9C8618/2020	EPI_ISL_567132	2020-09-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Mali/M002672/2020	EPI_ISL_487454	2020-04-10	Bundeswehr Institut of Microbiology	Antwerpen	Mali
hCoV-19/Wales/PHWC-160629/2020	EPI_ISL_472955	2020-04-19	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/India/GJ-GBRC-433/2020	EPI_ISL_586570	2020-09-01	Gujarat Biotechnology Research Centre	Joshi	India
hCoV-19/Australia/VIC9092/2020	EPI_ISL_565391	2020-08-19	MDU-PHL	Schultz	Australia
hCoV-19/England/BRIS-12F7C9/2020	EPI_ISL_488241	2020-03-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC6396/2020	EPI_ISL_521188	2020-07-24	MDU-PHL	Schultz	Australia
hCoV-19/Germany/NI-UMCG-PE-S4/2020	EPI_ISL_517611	2020-00-00	Institute of Human Genetics	Zibat	Germany
hCoV-19/USA/TX-HMH-3314/2020	EPI_ISL_544124	2020-06-12	Houston Methodist Hospital	Long	USA
hCoV-19/USA/OR-PROV-033/2020	EPI_ISL_482316	2020-03-25	Providence St. Joseph Health Molecular Genomics Laboratory	Dowdell	USA
hCoV-19/England/PORT-2D16D7/2020	EPI_ISL_514458	2020-00-00	COVID-19 Genomics UK (COG-UK) Consortium	Robson	United Kingdom
hCoV-19/Croatia/7R-S8new/2020	EPI_ISL_455567	2020-03-29	Laboratory for advanced genomics	Vugrek	Croatia
hCoV-19/Gambia/NPHL-253/2020	EPI_ISL_561270	2020-00-00	MRCG at LSHTM Genomics lab	Sesay	Gambia
hCoV-19/Belgium/UGent-52/2020	EPI_ISL_451165	2020-03-31	Onderzoeksgroep Virologie	Lambrechts	Belgium
hCoV-19/Australia/VIC6990/2020	EPI_ISL_564184	2020-07-23	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/USA/UT-01607/2020	EPI_ISL_449837	2020-04-06	Utah Public Health Laboratory	Young	USA
hCoV-19/USA/WI-UW-855/2020	EPI_ISL_509861	2020-07-09	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/England/ALDP-9CAE87/2020	EPI_ISL_575399	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/ALDP-6B4EED/2020	EPI_ISL_557809	2020-07-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9C2C1C/2020	EPI_ISL_566602	2020-09-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Scotland/QEUH-9D1AD4/2020	EPI_ISL_573862	2020-09-16	COVID-19 Genomics UK (COG-UK) Consortium	Roy	United Kingdom
hCoV-19/USA/NY-NYUMC335/2020	EPI_ISL_430362	2020-04-08	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/Australia/VIC5619/2020	EPI_ISL_518433	2020-07-16	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/England/20122006104/2020	EPI_ISL_465734	2020-03-15	Respiratory Virus Unit	Platt	United Kingdom
hCoV-19/Greece/38/2020	EPI_ISL_434460	2020-03-23	Laboratory of Biology	Karakasiliotis	Greece
hCoV-19/Canada/BC_4799711/2020	EPI_ISL_418830	2020-03-09	BCCDC Public Health Laboratory	Harrigan	Canada
hCoV-19/England/ALDP-951A90/2020	EPI_ISL_555504	2020-06-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC5202/2020	EPI_ISL_519967	2020-07-18	MDU-PHL	Schultz	Australia
hCoV-19/England/MILK-976479/2020	EPI_ISL_575896	2020-08-20	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/BS-42217811/2020	EPI_ISL_581829	2020-04-02	University Hospital Basel	Roloff Handschin	Switzerland
hCoV-19/Netherlands/DR-EMC-7/2020	EPI_ISL_523125	2020-05-29	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/USA/WI-UW-873/2020	EPI_ISL_509875	2020-07-14	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Scotland/QEUH-95E88A/2020	EPI_ISL_532493	2020-08-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Canada/Qc-L00240846/2020	EPI_ISL_465688	2020-03-27	Laboratoire de sant\u00e9 publique du Qu\u00e9bec	Moreira	Canada
hCoV-19/England/LIVE-A50C1/2020	EPI_ISL_500105	2020-03-02	COVID-19 Genomics UK (COG-UK) Consortium	Haldenby	United Kingdom
hCoV-19/England/CAMC-99128D/2020	EPI_ISL_551878	2020-08-26	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Scotland/EDB6062/2020	EPI_ISL_478200	2020-05-09	COVID-19 Genomics UK (COG-UK) Consortium	Williams	United Kingdom
hCoV-19/USA/WA-S1538/2020	EPI_ISL_495964	2020-05-26	Seattle Flu Study	Lee	USA
hCoV-19/Spain/CL-IBV-97006177/2020	EPI_ISL_537324	2020-04-06	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/England/MILK-9A8915/2020	EPI_ISL_549433	2020-09-01	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/USA/FL-BPHL-0573/2020	EPI_ISL_508777	2020-03-19	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/Netherlands/LI-EMC-85/2020	EPI_ISL_523290	2020-03-23	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/USA/MI-UM-10035994708/2020	EPI_ISL_583373	2020-09-17	Lauring Lab	Valesano	USA
hCoV-19/USA/WA-S1831/2020	EPI_ISL_496257	2020-05-27	Seattle Flu Study	Lee	USA
hCoV-19/USA/CA-UCLA-144/2020	EPI_ISL_537488	2020-04-11	Kruglyak Lab	Boocock	USA
hCoV-19/USA/TX-HMH-2606/2020	EPI_ISL_545422	2020-06-07	Houston Methodist Hospital	Long	USA
hCoV-19/Wales/PHWC-165967/2020	EPI_ISL_490745	2020-05-15	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
